id,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,female,male,wep,activity_category
5892,male,32,179,77,10,85,40.2,29,False,True,40,5
5893,female,79,145,46,3,83,38.5,14,True,False,12,5
5894,female,54,168,63,10,92,39.9,50,True,False,50,5
5895,male,20,195,98,25,110,40.7,162,False,True,150,7
5896,male,32,185,77,16,92,40.1,63,False,True,80,5
5897,male,24,180,77,18,96,40.4,74,False,True,90,5
5898,female,31,171,64,6,88,39.3,25,True,False,24,5
5899,male,78,176,80,13,98,40.1,92,False,True,65,5
5900,male,24,209,110,8,80,40.0,19,False,True,32,5
5901,female,39,156,59,13,94,40.2,66,True,False,65,5
5902,male,49,193,87,9,85,39.8,35,False,True,36,5
5903,female,70,170,66,15,100,40.3,92,True,False,75,7
5904,female,25,174,74,9,85,39.6,33,True,False,36,5
5905,male,34,182,88,13,106,40.2,83,False,True,65,7
5906,female,39,171,67,19,105,40.5,116,True,False,95,7
5907,male,67,185,91,17,97,40.4,113,False,True,85,5
5908,male,47,166,71,9,95,39.5,45,False,True,45,5
5909,female,22,167,61,3,88,38.3,12,True,False,12,5
5910,male,54,190,98,25,109,40.5,200,False,True,125,7
5911,male,28,192,99,8,81,39.7,20,False,True,32,5
5912,male,23,189,85,26,105,40.8,146,False,True,130,7
5913,male,57,174,77,21,99,40.4,130,False,True,105,5
5914,female,44,160,61,1,79,37.8,4,True,False,4,0
5915,female,59,166,68,14,89,40.3,66,True,False,56,5
5916,female,41,165,62,26,113,40.8,184,True,False,156,7
5917,male,41,173,77,6,78,39.1,13,False,True,24,0
5918,male,20,187,81,16,91,40.1,52,False,True,80,5
5919,female,48,161,61,17,87,40.2,75,True,False,68,5
5920,female,24,159,58,3,88,38.5,12,True,False,12,5
5921,male,32,175,73,29,114,41.2,207,False,True,174,7
5922,female,24,172,67,16,97,40.2,80,True,False,80,5
5923,female,30,164,69,4,80,38.7,13,True,False,16,5
5924,male,29,190,84,21,102,40.4,114,False,True,105,7
5925,female,36,181,79,22,106,40.9,132,True,False,110,7
5926,female,23,164,60,3,83,38.5,11,True,False,12,5
5927,male,74,183,91,19,97,40.7,133,False,True,95,5
5928,female,74,163,57,26,102,40.7,170,True,False,130,7
5929,female,34,166,67,23,104,40.8,136,True,False,115,7
5930,female,73,157,58,2,79,38.4,8,True,False,8,0
5931,male,62,191,96,2,85,38.2,9,False,True,8,5
5932,male,20,200,102,23,101,40.7,120,False,True,115,7
5933,female,53,177,76,12,95,40.0,62,True,False,60,5
5934,male,44,184,84,18,99,40.5,103,False,True,90,5
5935,female,63,165,64,13,90,39.9,65,True,False,65,5
5936,female,30,159,60,16,89,40.4,69,True,False,64,5
5937,male,36,187,89,10,93,39.7,45,False,True,50,5
5938,male,53,185,88,3,84,38.4,12,False,True,12,5
5939,male,59,188,98,13,96,40.4,81,False,True,65,5
5940,male,34,180,78,17,100,40.4,89,False,True,85,7
5941,female,24,171,64,13,89,39.8,54,True,False,52,5
5942,male,62,195,99,18,97,40.3,119,False,True,90,5
5943,female,54,165,66,12,86,40.1,52,True,False,48,5
5944,female,25,163,62,4,81,39.0,13,True,False,16,5
5945,female,39,170,72,6,89,38.9,26,True,False,24,5
5946,female,54,167,67,24,109,40.7,163,True,False,120,7
5947,male,43,185,91,16,97,40.5,88,False,True,80,5
5948,female,53,163,67,29,109,40.9,197,True,False,145,7
5949,female,39,144,47,20,101,40.1,119,True,False,100,7
5950,female,35,173,67,29,115,41.1,206,True,False,174,7
5951,male,43,174,78,11,94,39.8,52,False,True,55,5
5952,male,30,178,76,8,81,39.9,17,False,True,32,5
5953,male,33,174,77,14,92,40.2,55,False,True,70,5
5954,female,30,173,68,24,105,40.8,143,True,False,120,7
5955,male,21,185,84,15,100,40.0,71,False,True,75,7
5956,female,38,169,67,3,85,38.5,12,True,False,12,5
5957,female,47,183,79,1,84,37.8,4,True,False,4,5
5958,female,52,158,60,23,109,40.8,158,True,False,115,7
5959,female,52,161,64,24,96,41.0,130,True,False,120,5
5960,female,23,161,60,18,97,40.6,91,True,False,90,5
5961,female,45,161,65,7,80,39.5,25,True,False,28,5
5962,male,20,193,97,21,97,40.7,95,False,True,105,5
5963,male,41,178,81,13,87,40.0,48,False,True,52,5
5964,female,22,165,68,8,85,39.7,29,True,False,32,5
5965,male,22,171,71,9,83,39.7,17,False,True,36,5
5966,female,70,160,66,23,105,40.4,154,True,False,115,7
5967,male,34,183,81,3,84,38.5,9,False,True,12,5
5968,male,24,188,90,13,93,40.0,51,False,True,65,5
5969,male,53,196,103,9,91,39.8,48,False,True,45,5
5970,male,25,196,88,13,94,39.9,53,False,True,65,5
5971,male,33,173,76,18,89,40.1,63,False,True,72,5
5972,male,38,182,81,19,99,40.1,101,False,True,95,5
5973,female,23,172,68,16,98,40.4,81,True,False,80,5
5974,male,50,184,82,26,107,40.6,186,False,True,130,7
5975,female,72,164,68,15,94,40.2,83,True,False,75,5
5976,female,41,158,57,2,86,38.3,9,True,False,8,5
5977,male,44,186,92,7,96,39.8,38,False,True,35,5
5978,male,70,177,79,24,110,40.7,204,False,True,144,7
5979,female,41,158,59,20,98,40.6,110,True,False,100,5
5980,male,78,195,97,25,103,40.5,205,False,True,125,7
5981,female,33,171,70,23,105,40.7,137,True,False,115,7
5982,male,23,197,96,4,85,38.7,11,False,True,16,5
5983,male,65,190,94,26,102,40.9,192,False,True,130,7
5984,female,40,149,54,15,93,40.0,75,True,False,75,5
5985,male,60,196,99,23,105,40.5,177,False,True,115,7
5986,male,43,190,95,12,94,40.0,62,False,True,60,5
5987,female,63,181,77,30,106,40.5,195,True,False,150,7
5988,male,77,182,88,20,100,40.6,150,False,True,100,7
5989,male,25,198,97,11,92,39.9,44,False,True,55,5
5990,male,23,191,88,10,91,39.7,36,False,True,50,5
5991,female,43,169,66,4,76,39.1,12,True,False,16,0
5992,female,25,171,69,12,92,39.9,53,True,False,60,5
5993,male,40,212,118,27,111,40.7,217,False,True,162,7
5994,male,51,182,88,8,85,39.6,32,False,True,32,5
5995,female,37,147,51,18,100,40.7,104,True,False,90,7
5996,male,76,204,109,29,107,41.3,261,False,True,145,7
5997,male,66,185,90,13,82,40.1,56,False,True,52,5
5998,male,59,191,97,9,86,39.7,43,False,True,36,5
5999,male,35,179,86,25,109,40.9,170,False,True,125,7
6000,female,20,178,76,25,107,40.8,147,True,False,125,7
6001,female,48,176,74,21,88,40.3,92,True,False,84,5
6002,male,79,193,97,2,80,38.0,10,False,True,8,5
6003,male,76,172,75,4,76,38.9,14,False,True,16,0
6004,male,71,185,94,10,92,39.6,62,False,True,50,5
6005,female,25,154,52,18,108,40.5,115,True,False,90,7
6006,female,33,163,55,12,93,40.0,59,True,False,60,5
6007,female,20,149,50,8,81,39.5,28,True,False,32,5
6008,male,30,191,91,7,84,39.6,20,False,True,28,5
6009,female,28,153,53,13,97,39.9,68,True,False,65,5
6010,male,77,190,100,16,96,40.3,115,False,True,80,5
6011,male,41,178,79,19,104,40.2,118,False,True,95,7
6012,male,33,193,98,2,77,38.1,4,False,True,8,0
6013,male,44,186,96,15,88,40.2,64,False,True,60,5
6014,male,75,180,84,26,109,40.9,226,False,True,130,7
6015,female,21,160,59,14,87,40.2,56,True,False,56,5
6016,male,54,181,81,4,79,38.6,12,False,True,16,0
6017,male,26,171,77,28,105,40.7,156,False,True,140,7
6018,male,41,177,79,5,91,39.4,21,False,True,25,5
6019,female,51,168,63,20,103,40.7,123,True,False,100,7
6020,female,21,165,59,27,113,40.7,183,True,False,162,7
6021,male,21,181,81,24,107,40.5,137,False,True,120,7
6022,female,52,168,66,16,101,40.5,95,True,False,80,7
6023,male,37,193,95,23,102,40.8,139,False,True,115,7
6024,female,24,168,61,19,103,40.3,109,True,False,95,7
6025,male,67,186,89,29,110,41.1,249,False,True,174,7
6026,male,67,186,90,5,93,39.4,30,False,True,25,5
6027,female,52,164,60,17,99,39.8,99,True,False,85,5
6028,female,65,161,64,17,90,40.6,85,True,False,85,5
6029,male,56,185,89,21,95,40.7,121,False,True,105,5
6030,female,38,156,56,7,83,39.2,27,True,False,28,5
6031,male,51,183,89,17,103,39.9,115,False,True,85,7
6032,female,20,166,65,20,97,40.5,99,True,False,100,5
6033,female,31,167,65,19,99,40.3,102,True,False,95,5
6034,male,39,198,99,27,109,40.8,197,False,True,135,7
6035,male,36,201,105,1,75,37.4,2,False,True,4,0
6036,female,41,170,68,16,101,40.2,91,True,False,80,7
6037,female,44,169,69,18,97,40.7,96,True,False,90,5
6038,female,40,154,61,19,96,40.7,100,True,False,95,5
6039,female,22,159,57,21,105,40.5,125,True,False,105,7
6040,male,72,175,81,19,96,40.6,124,False,True,95,5
6041,female,32,149,49,15,93,40.3,74,True,False,75,5
6042,male,25,186,84,26,111,40.7,171,False,True,156,7
6043,male,20,181,78,23,102,40.6,112,False,True,115,7
6044,female,57,168,65,1,83,37.6,4,True,False,4,5
6045,female,33,151,44,16,89,40.0,74,True,False,64,5
6046,male,21,177,77,2,87,38.8,5,False,True,8,5
6047,male,62,185,84,12,93,39.9,68,False,True,60,5
6048,male,72,180,86,27,117,41.2,265,False,True,162,7
6049,female,44,173,74,30,109,41.3,196,True,False,150,7
6050,female,46,166,66,8,90,39.8,37,True,False,40,5
6051,male,30,183,87,20,91,40.4,78,False,True,100,5
6052,male,21,186,79,19,97,40.8,79,False,True,95,5
6053,male,22,163,65,19,98,40.4,77,False,True,95,5
6054,female,67,164,67,22,105,40.4,145,True,False,110,7
6055,female,41,156,61,11,97,39.9,59,True,False,55,5
6056,female,27,165,65,15,98,40.1,78,True,False,75,5
6057,female,47,155,57,21,99,40.7,121,True,False,105,5
6058,female,42,179,80,9,87,39.9,37,True,False,36,5
6059,male,31,182,86,22,101,40.6,119,False,True,110,7
6060,female,45,157,60,27,110,40.6,185,True,False,162,7
6061,female,53,164,69,12,94,39.9,62,True,False,60,5
6062,female,64,150,55,19,102,40.4,122,True,False,95,7
6063,female,42,167,68,12,93,40.0,58,True,False,60,5
6064,female,36,163,58,2,78,38.2,7,True,False,8,0
6065,female,20,170,62,4,83,38.8,14,True,False,16,5
6066,male,30,205,114,22,114,40.7,174,False,True,132,7
6067,female,67,153,54,26,97,40.9,154,True,False,130,5
6068,female,27,170,66,5,82,39.1,17,True,False,20,5
6069,male,67,186,91,20,92,40.6,118,False,True,100,5
6070,male,43,209,114,15,96,40.4,88,False,True,75,5
6071,male,26,187,88,18,94,40.6,75,False,True,90,5
6072,male,77,175,75,12,91,40.1,71,False,True,60,5
6073,female,58,179,79,11,88,39.8,49,True,False,44,5
6074,male,39,194,99,17,95,40.2,88,False,True,85,5
6075,male,34,184,78,19,97,40.5,91,False,True,95,5
6076,male,36,200,105,21,94,40.5,105,False,True,105,5
6077,female,57,157,57,14,89,39.9,68,True,False,56,5
6078,female,41,171,69,15,95,40.5,76,True,False,75,5
6079,female,29,179,78,3,84,38.5,11,True,False,12,5
6080,female,71,168,71,2,70,37.8,6,True,False,8,0
6081,male,41,179,81,3,84,38.6,10,False,True,12,5
6082,male,25,187,90,19,92,40.4,73,False,True,95,5
6083,male,72,184,90,2,77,38.1,8,False,True,8,0
6084,female,35,174,68,25,105,40.7,151,True,False,125,7
6085,female,30,166,63,4,80,39.0,13,True,False,16,5
6086,male,25,197,93,22,99,40.4,109,False,True,110,5
6087,male,72,188,88,20,96,40.7,134,False,True,100,5
6088,male,35,174,78,7,98,39.4,35,False,True,35,5
6089,female,67,175,71,3,95,38.5,16,True,False,15,5
6090,male,30,186,86,27,108,41.1,173,False,True,135,7
6091,female,25,167,60,5,88,39.0,21,True,False,20,5
6092,male,65,187,98,29,108,41.3,243,False,True,145,7
6093,female,38,153,52,19,100,40.4,110,True,False,95,7
6094,female,54,158,63,23,101,40.7,138,True,False,115,7
6095,female,28,162,66,4,83,38.9,14,True,False,16,5
6096,female,46,157,59,8,90,39.3,38,True,False,40,5
6097,male,35,190,89,6,89,39.3,23,False,True,24,5
6098,male,31,178,86,21,110,40.7,142,False,True,126,7
6099,male,64,201,102,7,83,39.2,32,False,True,28,5
6100,female,57,151,51,6,86,39.2,28,True,False,24,5
6101,female,39,176,76,28,111,40.7,186,True,False,168,7
6102,female,29,165,65,11,77,40.0,33,True,False,44,0
6103,male,72,189,99,10,92,39.7,63,False,True,50,5
6104,male,42,164,61,20,111,40.9,138,False,True,120,7
6105,male,24,189,82,11,93,39.6,42,False,True,55,5
6106,female,30,166,61,3,82,39.1,11,True,False,12,5
6107,male,42,195,96,7,90,39.3,32,False,True,35,5
6108,male,42,176,82,30,110,40.8,216,False,True,180,7
6109,male,70,177,77,9,89,39.6,48,False,True,36,5
6110,female,25,181,70,21,108,40.2,129,True,False,105,7
6111,female,59,167,63,4,78,38.5,15,True,False,16,0
6112,male,69,193,98,6,82,39.1,28,False,True,24,5
6113,male,42,183,82,15,98,40.4,81,False,True,75,5
6114,female,47,145,47,7,84,39.6,30,True,False,28,5
6115,female,41,172,67,1,77,38.5,3,True,False,4,0
6116,female,57,160,62,23,103,40.2,145,True,False,115,7
6117,female,23,151,48,29,110,40.9,192,True,False,174,7
6118,male,20,188,89,7,95,39.3,28,False,True,35,5
6119,male,64,184,85,3,84,38.6,13,False,True,12,5
6120,female,26,177,75,15,94,40.6,69,True,False,75,5
6121,female,34,179,75,7,91,39.4,31,True,False,35,5
6122,male,79,190,92,22,99,40.6,166,False,True,110,5
6123,male,32,185,84,28,107,40.9,177,False,True,140,7
6124,male,21,182,82,3,92,38.6,10,False,True,15,5
6125,female,32,162,60,21,102,40.6,121,True,False,105,7
6126,male,27,198,103,29,107,41.0,188,False,True,145,7
6127,male,67,167,70,29,109,41.2,232,False,True,145,7
6128,male,28,191,94,1,82,37.8,3,False,True,4,5
6129,male,62,193,100,8,90,39.4,44,False,True,40,5
6130,male,30,206,103,7,91,39.1,30,False,True,35,5
6131,male,29,182,84,10,99,39.8,50,False,True,50,5
6132,male,59,169,76,8,78,39.4,25,False,True,32,0
6133,male,31,192,89,15,90,39.9,57,False,True,75,5
6134,male,76,173,82,25,114,41.1,236,False,True,150,7
6135,male,52,191,85,2,81,37.9,7,False,True,8,5
6136,female,34,159,59,20,91,40.7,93,True,False,100,5
6137,male,46,192,95,26,107,40.6,188,False,True,130,7
6138,female,43,166,69,15,96,40.0,78,True,False,75,5
6139,male,60,204,114,3,78,38.9,12,False,True,12,0
6140,female,35,174,71,15,87,40.4,61,True,False,60,5
6141,male,50,185,88,11,85,40.1,44,False,True,44,5
6142,male,22,203,106,11,98,39.5,55,False,True,55,5
6143,male,37,187,88,4,78,39.1,9,False,True,16,0
6144,male,20,182,84,12,99,39.9,54,False,True,60,5
6145,male,38,177,77,26,113,41.1,192,False,True,156,7
6146,female,29,159,61,13,99,39.9,70,True,False,65,5
6147,male,44,190,97,19,104,40.1,128,False,True,95,7
6148,male,31,171,73,10,94,39.5,41,False,True,50,5
6149,male,57,189,88,18,98,40.2,113,False,True,90,5
6150,male,37,186,85,7,89,39.3,27,False,True,28,5
6151,male,41,187,91,13,91,40.2,58,False,True,65,5
6152,female,36,160,59,6,84,39.4,24,True,False,24,5
6153,female,73,167,71,27,98,40.7,160,True,False,135,5
6154,male,46,189,90,18,101,40.5,112,False,True,90,7
6155,male,21,205,108,18,96,40.3,84,False,True,90,5
6156,female,75,157,58,11,93,40.2,62,True,False,55,5
6157,female,44,172,62,16,95,40.3,83,True,False,80,5
6158,female,58,163,64,6,90,39.1,29,True,False,30,5
6159,male,56,189,100,5,84,39.2,22,False,True,20,5
6160,male,43,169,73,9,84,39.9,28,False,True,36,5
6161,male,69,186,83,16,91,40.4,91,False,True,80,5
6162,female,23,154,57,6,74,39.2,16,True,False,24,0
6163,female,38,150,50,25,99,40.6,142,True,False,125,5
6164,male,73,186,96,20,103,40.4,159,False,True,100,7
6165,male,32,187,87,2,83,38.2,6,False,True,8,5
6166,male,43,189,89,15,94,40.4,75,False,True,75,5
6167,female,32,150,57,19,96,40.3,98,True,False,95,5
6168,female,64,159,59,1,82,37.5,4,True,False,4,5
6169,female,26,177,68,10,88,40.0,41,True,False,40,5
6170,male,40,198,104,29,110,40.7,220,False,True,174,7
6171,male,48,206,111,13,86,40.1,59,False,True,52,5
6172,male,24,192,86,27,106,40.5,157,False,True,135,7
6173,male,24,174,74,4,86,39.0,10,False,True,16,5
6174,male,36,180,84,8,88,39.4,29,False,True,32,5
6175,male,31,176,72,4,86,39.1,11,False,True,16,5
6176,female,43,178,78,16,96,40.3,81,True,False,80,5
6177,male,33,174,77,9,78,39.7,17,False,True,36,0
6178,female,49,164,59,27,104,40.8,170,True,False,135,7
6179,male,23,180,81,18,94,40.6,70,False,True,90,5
6180,male,27,184,84,21,99,40.6,102,False,True,105,5
6181,female,32,169,65,7,82,39.3,25,True,False,28,5
6182,female,27,163,55,16,91,40.0,73,True,False,80,5
6183,male,28,178,85,24,110,40.7,158,False,True,144,7
6184,male,44,198,98,28,106,40.8,197,False,True,140,7
6185,male,39,187,87,25,114,40.7,195,False,True,150,7
6186,male,76,183,85,11,87,40.0,60,False,True,44,5
6187,male,31,184,87,3,89,38.5,11,False,True,12,5
6188,female,61,170,68,3,82,38.8,12,True,False,12,5
6189,female,42,169,68,16,97,40.6,85,True,False,80,5
6190,male,46,169,72,25,108,40.7,172,False,True,125,7
6191,male,23,177,85,22,113,40.7,150,False,True,132,7
6192,male,55,188,85,6,87,39.4,27,False,True,24,5
6193,male,31,196,95,23,100,40.9,125,False,True,115,7
6194,male,70,189,94,7,92,39.1,43,False,True,35,5
6195,male,73,169,72,15,92,40.2,87,False,True,75,5
6196,male,36,194,92,9,84,40.1,29,False,True,36,5
6197,female,32,169,66,16,85,40.6,62,True,False,64,5
6198,female,24,149,47,20,98,40.4,108,True,False,100,5
6199,female,71,172,71,17,109,40.6,120,True,False,85,7
6200,male,23,180,82,17,98,40.2,76,False,True,85,5
6201,male,36,193,92,19,92,40.5,84,False,True,95,5
6202,male,37,187,86,23,100,40.5,128,False,True,115,7
6203,female,52,159,65,7,93,39.1,36,True,False,35,5
6204,male,29,184,85,24,105,40.9,142,False,True,120,7
6205,female,27,167,60,28,101,40.9,156,True,False,140,7
6206,female,74,161,62,24,107,40.7,168,True,False,120,7
6207,female,52,181,76,6,85,39.2,25,True,False,24,5
6208,male,59,179,81,5,83,39.1,20,False,True,20,5
6209,male,24,181,91,14,97,40.4,64,False,True,70,5
6210,male,51,196,100,4,77,38.8,12,False,True,16,0
6211,female,32,164,63,20,99,40.5,108,True,False,100,5
6212,female,36,179,76,1,83,37.3,4,True,False,4,5
6213,male,36,195,94,3,86,38.7,11,False,True,12,5
6214,female,40,176,74,7,92,39.7,33,True,False,35,5
6215,male,59,190,99,25,107,40.7,199,False,True,125,7
6216,female,55,151,54,23,99,40.4,137,True,False,115,5
6217,male,62,178,85,16,99,40.6,105,False,True,80,5
6218,male,34,172,75,8,94,39.3,34,False,True,40,5
6219,female,74,150,56,9,90,39.6,48,True,False,45,5
6220,female,78,166,68,20,98,40.1,121,True,False,100,5
6221,female,33,151,53,18,97,40.4,96,True,False,90,5
6222,female,61,168,66,29,107,41.1,195,True,False,145,7
6223,female,41,155,62,28,113,41.1,198,True,False,168,7
6224,female,24,174,72,2,77,37.9,6,True,False,8,0
6225,male,31,193,98,2,87,38.5,7,False,True,8,5
6226,female,36,167,65,29,117,40.6,214,True,False,174,7
6227,male,50,181,86,4,87,38.9,17,False,True,16,5
6228,female,55,170,62,23,102,40.5,141,True,False,115,7
6229,male,22,194,91,23,100,40.5,114,False,True,115,7
6230,male,71,197,92,15,91,40.0,89,False,True,75,5
6231,male,21,195,91,10,97,39.7,44,False,True,50,5
6232,female,35,172,64,25,107,40.4,158,True,False,125,7
6233,male,43,178,86,4,86,39.0,15,False,True,16,5
6234,female,36,158,60,11,91,39.7,51,True,False,55,5
6235,male,20,171,69,12,100,40.1,52,False,True,60,7
6236,male,22,187,89,4,78,39.1,6,False,True,16,0
6237,female,32,172,72,8,80,39.5,26,True,False,32,5
6238,male,27,175,78,19,99,40.5,90,False,True,95,5
6239,female,23,168,65,16,87,40.3,63,True,False,64,5
6240,male,67,180,88,13,96,40.0,84,False,True,65,5
6241,male,45,163,72,9,85,39.4,30,False,True,36,5
6242,male,29,203,100,22,105,40.7,137,False,True,110,7
6243,male,57,186,90,3,82,38.1,12,False,True,12,5
6244,female,66,173,68,19,101,40.2,117,True,False,95,7
6245,male,29,164,65,2,93,38.1,7,False,True,10,5
6246,male,74,201,107,14,96,40.1,101,False,True,70,5
6247,male,20,190,86,4,75,39.1,4,False,True,16,0
6248,female,62,148,44,26,108,40.8,186,True,False,130,7
6249,female,33,156,56,6,89,39.4,27,True,False,24,5
6250,male,41,193,98,5,85,39.3,19,False,True,20,5
6251,female,20,155,56,26,109,40.6,165,True,False,130,7
6252,male,73,176,78,3,79,38.2,12,False,True,12,0
6253,male,62,196,93,26,106,40.8,203,False,True,130,7
6254,male,45,177,77,3,82,38.5,9,False,True,12,5
6255,male,22,191,85,27,96,40.9,113,False,True,135,5
6256,male,76,190,89,22,97,40.4,155,False,True,110,5
6257,female,54,169,62,22,103,40.5,137,True,False,110,7
6258,female,26,163,66,10,96,39.8,49,True,False,50,5
6259,male,28,189,84,6,81,39.1,13,False,True,24,5
6260,male,20,169,69,2,83,38.4,4,False,True,8,5
6261,male,72,167,68,24,103,41.0,175,False,True,120,7
6262,male,21,196,98,22,100,40.8,111,False,True,110,7
6263,male,23,182,78,7,95,39.8,28,False,True,35,5
6264,female,21,178,74,12,101,39.7,63,True,False,60,7
6265,male,22,194,96,20,97,40.3,92,False,True,100,5
6266,male,40,179,84,27,114,40.8,210,False,True,162,7
6267,male,48,177,86,27,114,41.0,221,False,True,162,7
6268,male,30,192,92,1,72,37.7,1,False,True,4,0
6269,male,33,188,92,19,98,40.4,99,False,True,95,5
6270,male,42,195,95,17,105,40.2,115,False,True,85,7
6271,male,24,193,89,10,95,39.7,42,False,True,50,5
6272,female,31,157,58,24,104,40.4,144,True,False,120,7
6273,female,22,150,52,22,102,40.7,125,True,False,110,7
6274,male,31,183,81,8,78,39.7,15,False,True,32,0
6275,male,32,188,91,30,128,40.9,289,False,True,180,10
6276,male,67,187,94,19,98,40.6,131,False,True,95,5
6277,male,32,186,85,8,88,39.5,28,False,True,32,5
6278,male,27,179,72,22,104,41.0,118,False,True,110,7
6279,male,23,177,79,29,106,40.9,163,False,True,145,7
6280,female,33,182,75,25,101,40.5,137,True,False,125,7
6281,male,40,191,91,29,108,41.0,203,False,True,145,7
6282,female,24,152,53,12,93,40.2,57,True,False,60,5
6283,female,23,155,62,5,74,39.2,13,True,False,20,0
6284,female,20,155,51,11,98,39.7,58,True,False,55,5
6285,female,27,158,54,23,109,40.8,150,True,False,115,7
6286,female,20,159,55,11,95,40.1,54,True,False,55,5
6287,female,22,166,58,8,89,39.6,34,True,False,32,5
6288,male,51,195,89,12,94,39.8,65,False,True,60,5
6289,male,26,173,77,23,103,40.2,121,False,True,115,7
6290,female,71,172,74,28,103,40.7,178,True,False,140,7
6291,female,67,179,81,21,107,40.6,139,True,False,105,7
6292,male,41,191,95,2,83,38.5,7,False,True,8,5
6293,male,59,201,110,8,86,39.6,40,False,True,32,5
6294,female,21,177,70,27,105,40.8,155,True,False,135,7
6295,male,34,170,77,13,100,39.9,68,False,True,65,7
6296,male,46,203,110,9,91,39.7,46,False,True,45,5
6297,female,37,166,67,15,97,40.2,78,True,False,75,5
6298,female,33,187,80,6,90,39.0,25,True,False,30,5
6299,male,41,174,74,4,80,38.8,10,False,True,16,5
6300,male,26,168,70,19,112,40.6,123,False,True,114,7
6301,female,44,167,67,21,97,40.3,112,True,False,105,5
6302,male,58,190,94,24,98,40.5,154,False,True,120,5
6303,male,59,190,93,8,93,39.8,46,False,True,40,5
6304,male,77,174,78,8,88,39.8,44,False,True,32,5
6305,male,36,201,106,29,115,41.2,238,False,True,174,7
6306,male,66,178,82,21,98,40.5,138,False,True,105,5
6307,female,71,161,65,10,93,39.9,54,True,False,50,5
6308,female,43,143,50,5,80,39.1,19,True,False,20,5
6309,male,21,181,76,17,100,39.9,78,False,True,85,7
6310,male,54,191,88,23,113,40.2,193,False,True,138,7
6311,female,67,176,74,12,103,39.6,76,True,False,60,7
6312,male,39,185,90,13,100,40.0,75,False,True,65,7
6313,male,71,185,93,24,102,40.9,183,False,True,120,7
6314,female,42,175,69,5,83,39.3,19,True,False,20,5
6315,female,54,169,66,13,96,40.1,71,True,False,65,5
6316,male,61,186,83,3,83,38.8,12,False,True,12,5
6317,male,61,180,90,4,85,39.2,18,False,True,16,5
6318,male,47,172,72,23,103,40.5,142,False,True,115,7
6319,female,30,178,74,14,90,40.4,60,True,False,70,5
6320,female,28,167,64,16,108,40.7,101,True,False,80,7
6321,male,58,187,87,8,93,39.3,44,False,True,40,5
6322,male,32,194,94,24,98,40.8,124,False,True,120,5
6323,male,58,165,66,2,83,38.6,7,False,True,8,5
6324,female,42,175,74,17,98,40.2,91,True,False,85,5
6325,female,53,148,53,2,88,38.1,9,True,False,8,5
6326,male,30,195,92,30,101,41.0,165,False,True,150,7
6327,female,41,154,58,19,98,40.2,105,True,False,95,5
6328,female,47,161,64,15,98,40.2,83,True,False,75,5
6329,female,22,157,53,9,89,39.6,39,True,False,36,5
6330,female,72,162,65,19,93,40.5,103,True,False,95,5
6331,male,20,187,93,8,89,39.5,26,False,True,32,5
6332,female,36,146,48,5,86,38.9,21,True,False,20,5
6333,female,39,166,68,15,101,40.1,85,True,False,75,7
6334,female,63,169,66,19,103,40.5,120,True,False,95,7
6335,female,46,151,51,28,108,40.9,190,True,False,140,7
6336,female,75,161,64,19,102,40.8,123,True,False,95,7
6337,female,31,158,60,10,101,39.5,56,True,False,50,7
6338,female,41,182,83,15,91,39.8,67,True,False,75,5
6339,female,35,159,63,19,92,40.4,90,True,False,95,5
6340,female,33,166,62,6,90,39.3,27,True,False,30,5
6341,female,62,171,71,9,90,39.6,44,True,False,45,5
6342,female,77,172,74,15,96,40.3,86,True,False,75,5
6343,male,35,172,72,25,100,40.5,129,False,True,125,7
6344,female,47,169,67,26,108,40.8,171,True,False,130,7
6345,male,63,181,83,11,95,39.6,66,False,True,55,5
6346,female,21,165,61,15,85,40.4,56,True,False,60,5
6347,female,44,148,53,8,87,39.8,36,True,False,32,5
6348,female,56,167,60,12,86,40.2,54,True,False,48,5
6349,male,64,170,76,1,79,37.9,3,False,True,4,0
6350,male,46,185,90,17,95,40.1,90,False,True,85,5
6351,male,27,184,78,15,100,40.1,73,False,True,75,7
6352,female,21,164,59,24,111,40.6,157,True,False,144,7
6353,male,27,172,72,22,98,40.9,98,False,True,110,5
6354,female,28,164,59,9,90,39.5,40,True,False,45,5
6355,female,46,165,63,19,107,40.3,124,True,False,95,7
6356,male,24,172,77,27,105,41.0,148,False,True,135,7
6357,female,50,145,50,18,100,40.6,108,True,False,90,7
6358,female,60,153,57,16,99,40.4,96,True,False,80,5
6359,female,34,190,91,12,89,40.2,48,True,False,48,5
6360,male,65,183,82,11,87,39.6,53,False,True,44,5
6361,female,33,165,67,4,88,39.1,17,True,False,16,5
6362,female,40,164,62,13,101,40.0,75,True,False,65,7
6363,male,37,186,88,15,102,39.9,88,False,True,75,7
6364,female,50,168,62,11,89,40.1,51,True,False,44,5
6365,female,52,149,47,8,83,40.1,34,True,False,32,5
6366,female,39,165,67,17,90,40.4,77,True,False,85,5
6367,female,37,169,63,7,87,39.5,29,True,False,28,5
6368,male,33,186,81,29,106,40.3,179,False,True,145,7
6369,male,64,175,79,8,76,39.5,25,False,True,32,0
6370,male,27,178,84,1,82,37.6,2,False,True,4,5
6371,male,44,171,75,13,94,39.9,62,False,True,65,5
6372,female,41,174,67,7,82,39.1,26,True,False,28,5
